11-29 04:36:12 Bk=604 ckN=3:03-0/3 0877ms: 967ms[01-01-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
11-29 04:06:12 Bk=604 ckN=3:03-0/3 0959ms:1044ms[00-03-0-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:No:NA checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
11-29 03:36:12 Bk=604 ckN=3:03-0/3 0993ms:1058ms[00-03-0-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
11-29 03:06:12 Bk=604 ckN=3:03-0/3 1059ms:1139ms[00-02-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0a6a V=7-0
11-29 02:36:13 Bk=604 ckN=3:03-0/3 1145ms:1181ms[00-02-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
11-29 02:06:14 Bk=604 ckN=3:03-0/3 0886ms:1091ms[00-03-0-0] codeN=4:2:1:0-0:1:0:0/8 chkRes=3:OK:OK:Ok:Oc:yes checkRes=38_H_426_H_795_H_931_H_203_K_394_k_604_K_282_G_ ck=3897 V=7-1
11-29 01:36:12 Bk=604 ckN=3:03-0/3 0889ms: 958ms[00-03-0-0] codeN=4:3:1:0-0:0:0:0/8 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_394_K_604_K_282_G_ ck=3897 V=8-0
11-29 01:06:15 Bk=604 ckN=3:03-0/3 0942ms:1154ms[00-03-0-0] codeN=4:3:1:0-0:0:0:0/8 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_394_K_604_K_282_G_ ck=0ac0 V=8-0
11-29 00:36:13 Bk=604 ckN=3:03-0/3 1022ms:1081ms[00-03-0-0] codeN=4:3:1:0-0:0:0:0/8 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_394_K_604_K_282_G_ ck=0a6a V=8-0
11-29 00:06:15 Bk=604 ckN=3:03-0/3 1002ms:1156ms[00-02-1-0] codeN=2:3:1:0-2:0:0:0/8 chkRes=3:Nf:OK:Ok:Oc:NA checkRes=45_h_542_h_795_H_931_H_203_K_394_K_604_K_282_G_ ck=3897 V=6-2
11-28 23:06:12 Bk=604 ckN=3:03-0/3 1028ms:1218ms[00-02-1-0] codeN=2:3:1:0-0:0:0:0/6 chkRes=3:Nf:OK:No:Oc:NA checkRes=45_H_542_H_203_K_394_K_604_K_282_G_ ck=3897 V=6-0
11-28 22:36:12 Bk=604 ckN=3:03-0/3 1011ms:1103ms[00-03-0-0] codeN=2:3:1:0-0:0:0:0/6 chkRes=3:OK:OK:Ok:Oc:no checkRes=45_H_542_H_203_K_394_K_604_K_282_G_ ck=0ac0 V=6-0
